,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
22,7/24/2016,1.7,254686.05,3244.19,165702.62,149.3,85590,82572,738,2280,conventional,2016,HartfordSpringfield
23,7/17/2016,1.63,259416.65,3078.92,173492.18,287.31,82558,78534,347,3677,conventional,2016,HartfordSpringfield
24,7/10/2016,1.46,292611.92,3434.74,192338.6,700.24,96138,90776,1638,3724,conventional,2016,HartfordSpringfield
25,7/3/2016,1.47,309896.68,3261.81,212724.95,1330.76,92579,88150,548,3882,conventional,2016,HartfordSpringfield
26,6/26/2016,1.41,329620.35,3520.61,245341.16,263.38,80495,77812,318,2365,conventional,2016,HartfordSpringfield
27,6/19/2016,1.5,335704.35,4764.39,253641.06,308.34,76991,73923,883,2185,conventional,2016,HartfordSpringfield
28,6/12/2016,1.47,324963.11,7760.32,242441.41,318.57,74443,71188,585,2670,conventional,2016,HartfordSpringfield
29,6/5/2016,1.46,303118.06,4757.39,219463.03,245.51,78652,75889,578,2185,conventional,2016,HartfordSpringfield
30,5/29/2016,1.15,382443.83,5717.38,310084.06,433.03,66209,63033,1486,1690,conventional,2016,HartfordSpringfield
31,5/22/2016,1.26,296893.56,3701.05,224262.53,521.9,68408,66398,940,1070,conventional,2016,HartfordSpringfield
32,5/15/2016,1.24,416264.79,5224.33,353742.7,778.99,56519,55425,1053,40,conventional,2016,HartfordSpringfield
33,5/8/2016,0.86,522565.33,6157.76,449501.24,436.34,66470,64704,1766,0,conventional,2016,HartfordSpringfield
34,5/1/2016,1.18,353240.26,4163.82,286951.48,246.85,61878,59813,2065,0,conventional,2016,HartfordSpringfield
35,4/24/2016,1.25,342796.24,4251.65,277215.89,684.59,60644,59633,983,28,conventional,2016,HartfordSpringfield
36,4/17/2016,1.18,284479.69,3817.6,212803.93,95.3,67763,66917,802,43,conventional,2016,HartfordSpringfield
37,4/10/2016,1.17,280729.03,4510.47,213983.22,172.03,62063,61560,283,220,conventional,2016,HartfordSpringfield
38,4/3/2016,1.36,254201.52,4183.85,204807.91,449.34,44760,44065,567,129,conventional,2016,HartfordSpringfield
39,3/27/2016,1.31,294602.42,3703.75,234448.8,196.63,56253,55054,1200,0,conventional,2016,HartfordSpringfield
40,3/20/2016,1.17,373372.96,5155.65,315607.91,278.31,52331,51367,964,0,conventional,2016,HartfordSpringfield
41,3/13/2016,1.3,315394.32,4317.14,253676.96,179.09,57221,56231,990,0,conventional,2016,HartfordSpringfield
42,3/6/2016,1.27,311503.06,4867.45,241128.23,295.4,65212,64020,1189,3,conventional,2016,HartfordSpringfield
43,2/28/2016,1.17,357504.15,5558.93,305866.9,232.83,45845,43904,1942,0,conventional,2016,HartfordSpringfield
44,2/21/2016,1.28,288176.27,4492.49,214537.05,279.57,68867,66445,2422,0,conventional,2016,HartfordSpringfield
45,2/14/2016,1.1,398441.13,6064.88,326486.66,316.89,65573,61273,4299,0,conventional,2016,HartfordSpringfield
46,2/7/2016,1.16,393866.28,4834.86,306373.73,530.92,82127,78439,3685,3,conventional,2016,HartfordSpringfield
47,1/31/2016,1.12,390134.81,5276.3,322397.86,255.75,62205,59996,2209,0,conventional,2016,HartfordSpringfield
48,1/24/2016,1.27,317932.59,2330.83,234916.68,304.1,80381,75964,4411,5,conventional,2016,HartfordSpringfield
49,1/17/2016,1.18,352472.83,4186.8,265631.34,222.86,82432,81352,1079,0,conventional,2016,HartfordSpringfield
50,1/10/2016,1.26,284119.04,3361.85,213814.5,238.17,66705,64793,1912,0,conventional,2016,HartfordSpringfield
51,1/3/2016,1.07,322752.02,4199.14,275680.97,297.23,42575,41478,1097,0,conventional,2016,HartfordSpringfield
0,12/25/2016,0.72,1126850.62,571303.56,238201.66,3257.69,314088,144115,169973,0,conventional,2016,Houston
1,12/18/2016,0.63,1212933.22,576578.21,258779.48,2885.86,374690,155394,219296,0,conventional,2016,Houston
2,12/11/2016,0.73,1015973.91,413907.52,275659.29,3480.07,322927,70239,252688,0,conventional,2016,Houston
3,12/4/2016,0.71,1130895.62,592360.27,274633.9,4508.75,259393,64285,195108,0,conventional,2016,Houston
4,11/27/2016,0.82,854629.64,525324.65,173401.51,3567.44,152336,81853,70483,0,conventional,2016,Houston
5,11/20/2016,0.99,827345.76,466960.66,202860.35,4070.15,153455,58525,94916,13,conventional,2016,Houston
6,11/13/2016,1.05,828866.8,431731.62,231630.38,4850.4,160654,61277,99275,103,conventional,2016,Houston
7,11/6/2016,1.12,782911.25,430098.78,168814.95,2921.98,181076,78828,102248,0,conventional,2016,Houston
8,10/30/2016,1.15,709890.11,346283.28,181578.62,3192.69,178836,47723,131113,0,conventional,2016,Houston
9,10/23/2016,1,777847.84,371566.37,145059.25,2488.59,258734,197398,61336,0,conventional,2016,Houston
10,10/16/2016,0.98,992992.79,492462.88,223737.35,3348.82,273444,132407,141037,0,conventional,2016,Houston
11,10/9/2016,0.98,1075303.77,483285.47,344448.92,9670.82,237899,121028,116836,35,conventional,2016,Houston
12,10/2/2016,0.98,1023030.28,446276.97,260176.71,3196.13,313380,129091,184289,0,conventional,2016,Houston
13,9/25/2016,0.96,1027782.31,463607.55,266059.25,2894.23,295221,101364,193857,0,conventional,2016,Houston
14,9/18/2016,0.83,1127109.48,702367.94,203949.08,3023.74,217769,126297,91452,20,conventional,2016,Houston
15,9/11/2016,0.76,1217346.73,729949.45,188318.97,2466.22,296612,216414,79968,230,conventional,2016,Houston
16,9/4/2016,0.72,1351649.96,782982.9,265697.02,3439.75,299530,208801,88824,1905,conventional,2016,Houston
17,8/28/2016,0.88,1021607.04,610762.01,216733.12,3065.44,191046,124174,58653,8220,conventional,2016,Houston
18,8/21/2016,0.9,1046506.77,583161,248160.18,5697.25,209488,132616,76539,333,conventional,2016,Houston
19,8/14/2016,0.9,1015264.05,590138.4,218435.64,3815.84,202874,123194,79430,250,conventional,2016,Houston
20,8/7/2016,0.92,1040953.31,614770.18,239657.73,5032.97,181492,121224,60269,0,conventional,2016,Houston
21,7/31/2016,0.98,941066.42,547468.5,203888.47,4165.35,185544,117561,64240,3743,conventional,2016,Houston
22,7/24/2016,0.96,985027.91,555709.68,218179.57,5208.69,205930,163970,39623,2337,conventional,2016,Houston
23,7/17/2016,0.92,1006984.22,551921.4,219856.17,8567.51,226639,189089,37550,0,conventional,2016,Houston
24,7/10/2016,0.89,1101543.61,607069.9,208421.56,41628.96,244423,201545,39453,3425,conventional,2016,Houston
25,7/3/2016,0.92,1189787.36,545799.65,245931.82,139911.14,258145,201099,39117,17928,conventional,2016,Houston
26,6/26/2016,0.88,1186692.39,586635.99,216133.71,113474.29,270448,165598,86483,18367,conventional,2016,Houston
27,6/19/2016,0.89,1153583.3,627217.28,228843.15,74763.08,222760,139198,70961,12600,conventional,2016,Houston
28,6/12/2016,0.83,1209996.42,589477.04,236621.03,110054.59,273844,114672,149148,10023,conventional,2016,Houston
29,6/5/2016,0.85,1182841.54,555561.07,242491.36,110457.58,274332,92784,170944,10603,conventional,2016,Houston
30,5/29/2016,0.82,1128598.95,554092.01,247279.64,116263.41,210964,91662,110662,8640,conventional,2016,Houston
31,5/22/2016,0.68,1378761.67,569011.09,339100.41,169713.69,300936,125724,165911,9302,conventional,2016,Houston
32,5/15/2016,0.69,1343566.69,614769.67,335853.13,95672.31,297272,102107,192425,2739,conventional,2016,Houston
33,5/8/2016,0.65,1406283.85,670565.88,293098.85,185667.35,256952,107636,146298,3018,conventional,2016,Houston
34,5/1/2016,0.68,1308614.45,601670.1,368703.63,89821.94,248419,84090,159462,4867,conventional,2016,Houston
35,4/24/2016,0.67,1393042.56,656322.91,324423.04,163347.75,248949,100133,144364,4452,conventional,2016,Houston
36,4/17/2016,0.69,1310677.68,782313.51,191432.45,153134.81,183797,119863,57278,6655,conventional,2016,Houston
37,4/10/2016,0.7,1271741.46,757578.32,188936.32,151966.39,173260,117793,50450,5018,conventional,2016,Houston
38,4/3/2016,0.72,1256919.1,684633.13,264272.37,181951.34,126062,56500,66016,3547,conventional,2016,Houston
39,3/27/2016,0.75,1345865.16,553962.21,406713.3,177919.58,207270,75819,124377,7073,conventional,2016,Houston
40,3/20/2016,0.76,1162026.04,538380.61,327365.45,121838.72,174441,62893,103045,8503,conventional,2016,Houston
41,3/13/2016,0.76,1136963.49,585649.37,247461.63,185545.01,118307,63280,48441,6587,conventional,2016,Houston
42,3/6/2016,0.76,1091432.18,698789.73,182050.77,86477.82,124114,77569,39419,7127,conventional,2016,Houston
43,2/28/2016,0.76,1048304.1,674833.15,180298.41,85511.83,107661,77330,24044,6287,conventional,2016,Houston
44,2/21/2016,0.8,966990.9,566062.35,200934.84,90645.64,109348,64627,38634,6087,conventional,2016,Houston
45,2/14/2016,0.67,1191352.2,518192.1,334137.36,210029.3,128993,67727,55041,6226,conventional,2016,Houston
46,2/7/2016,0.69,1323490.25,528669.72,424427.32,203797.87,166595,71539,75750,19307,conventional,2016,Houston
47,1/31/2016,0.74,1131583.12,484446.28,348542.55,161506.54,137088,68194,46086,22808,conventional,2016,Houston
48,1/24/2016,0.91,867294.64,259465.21,363892.04,79193.39,164744,83636,63963,17144,conventional,2016,Houston
49,1/17/2016,0.83,1071138.98,447913.43,369479.18,116440.7,137306,82818,50111,4377,conventional,2016,Houston
50,1/10/2016,0.84,1095287.56,434471.89,437751.47,85368.8,137695,78471,58067,1157,conventional,2016,Houston
51,1/3/2016,0.78,1061566.78,356962.48,454200.44,113069.09,137335,87330,49678,327,conventional,2016,Houston
0,12/25/2016,1.13,135848.61,9560.82,59100.87,1962.89,65224,39632,25547,45,conventional,2016,Indianapolis
1,12/18/2016,1.19,122035.89,9114,56820.04,1973.93,54128,33415,20669,44,conventional,2016,Indianapolis
2,12/11/2016,1.17,133480.18,10029.3,61398.63,2771.39,59281,38874,20250,157,conventional,2016,Indianapolis
3,12/4/2016,1.18,144732.39,9441.16,70441.52,5143.87,59706,34658,24180,867,conventional,2016,Indianapolis
4,11/27/2016,1.34,103728.7,8422.19,43655.05,1231.47,50420,26199,24221,0,conventional,2016,Indianapolis
5,11/20/2016,1.29,124674.05,9062.48,52842.3,1517.4,61252,29000,32252,0,conventional,2016,Indianapolis
6,11/13/2016,1.29,127579.36,8852.56,56481.59,1724.7,60521,31532,28947,42,conventional,2016,Indianapolis
7,11/6/2016,1.37,126205.09,9100.1,55557.73,1578.23,59969,30459,29181,329,conventional,2016,Indianapolis
8,10/30/2016,1.2,139574.84,9278.4,61450.22,1682.81,67163,26069,41094,0,conventional,2016,Indianapolis
9,10/23/2016,1.31,142946.23,7986.6,65584.52,2219.92,67155,28374,38780,1,conventional,2016,Indianapolis
10,10/16/2016,1.27,138921.48,10968.01,60049.75,1952.54,65951,35704,30248,0,conventional,2016,Indianapolis
11,10/9/2016,1.2,143911.76,11357.01,61269.72,2173.86,69111,36547,32111,453,conventional,2016,Indianapolis
12,10/2/2016,1.31,146709.18,14488.94,66598.01,2091.96,63530,36081,27446,3,conventional,2016,Indianapolis
13,9/25/2016,1.39,150804.6,16855.29,68404.44,2557.07,62988,37498,25490,0,conventional,2016,Indianapolis
14,9/18/2016,1.26,153211.68,16666.21,67688.59,2707.32,66150,40789,25361,0,conventional,2016,Indianapolis
15,9/11/2016,1.29,157333.39,17414.42,70736.72,3134.92,66047,44188,21860,0,conventional,2016,Indianapolis
16,9/4/2016,1.31,160672.02,17530.05,75640.39,3252.69,64249,47773,16371,105,conventional,2016,Indianapolis
17,8/28/2016,1.27,167401.86,13732.36,78138.81,2802.01,72729,49838,21877,1013,conventional,2016,Indianapolis
18,8/21/2016,1.3,160968.73,15022.11,73966.5,3405.65,68574,44090,24245,240,conventional,2016,Indianapolis
19,8/14/2016,1.27,169421.1,15863.47,79507.42,4255.36,69795,39950,28560,1285,conventional,2016,Indianapolis
20,8/7/2016,1.33,163338.94,20926.28,77899.46,5741.75,58771,36454,21522,795,conventional,2016,Indianapolis
21,7/31/2016,1.27,159573.77,16079.16,80211.44,6277.21,57006,34005,22329,672,conventional,2016,Indianapolis
22,7/24/2016,1.2,178389.87,14627.32,82110.02,9886.51,71766,37248,29878,4640,conventional,2016,Indianapolis
23,7/17/2016,1.08,195710.39,15914.63,93315.97,9427.32,77052,39495,32642,4915,conventional,2016,Indianapolis
24,7/10/2016,1.12,191786.29,15126.45,96588.25,9530.83,70541,39858,25083,5600,conventional,2016,Indianapolis
25,7/3/2016,1.1,205562.64,15757.59,97347.96,9152.69,83304,47612,29634,6058,conventional,2016,Indianapolis
26,6/26/2016,1.15,183555.06,14452.83,90386.24,15029.71,63686,41778,16249,5659,conventional,2016,Indianapolis
27,6/19/2016,1.13,193533.04,17469.3,91178.24,19044.12,65841,34458,25320,6063,conventional,2016,Indianapolis
28,6/12/2016,1.12,186723.32,19442.51,89225.97,19115.07,58940,39160,13631,6149,conventional,2016,Indianapolis
29,6/5/2016,1.05,208086.58,16444.14,100386.68,21893.15,69363,39936,23087,6340,conventional,2016,Indianapolis
30,5/29/2016,1.01,210386.61,13152.88,109784.28,12495.73,74954,47279,24844,2830,conventional,2016,Indianapolis
31,5/22/2016,0.87,214847.19,10857.82,105336.69,17819.68,80833,46352,29563,4918,conventional,2016,Indianapolis
32,5/15/2016,0.88,212806.58,11249.01,98565.23,23505.68,79487,46726,27196,5564,conventional,2016,Indianapolis
33,5/8/2016,0.93,228601.39,17356.36,106300.33,18838.87,86106,54973,27767,3366,conventional,2016,Indianapolis
34,5/1/2016,0.92,207488.02,16727.66,106590.22,12071.46,72099,43567,26782,1749,conventional,2016,Indianapolis
35,4/24/2016,0.95,217736.25,12802.85,116190.57,22243.74,66499,32258,30148,4093,conventional,2016,Indianapolis
36,4/17/2016,0.97,218237.53,15361.33,113832.99,24253.28,64790,27683,33415,3692,conventional,2016,Indianapolis
37,4/10/2016,1.07,168009.21,15421.4,84833.75,11125.19,56629,29066,26375,1189,conventional,2016,Indianapolis
38,4/3/2016,0.99,154098.59,13073.15,73683.93,14509.1,52832,23048,26829,2955,conventional,2016,Indianapolis
39,3/27/2016,0.99,195373.94,10457.51,103261.69,23242.76,58412,26547,27197,4668,conventional,2016,Indianapolis
40,3/20/2016,1.12,168886.56,12095.89,91015.53,16824.67,48950,27044,18685,3221,conventional,2016,Indianapolis
41,3/13/2016,1.03,179067.02,11923.34,97729.32,17713.83,51701,28613,19278,3810,conventional,2016,Indianapolis
42,3/6/2016,0.96,208283.71,11773.3,116609.91,24630.69,55270,26421,23929,4920,conventional,2016,Indianapolis
43,2/28/2016,0.99,188077.25,11031.35,107091.35,16742.17,53212,26222,23948,3042,conventional,2016,Indianapolis
44,2/21/2016,1.03,153498.43,10806.76,91309.12,8892.49,42490,23611,17285,1594,conventional,2016,Indianapolis
45,2/14/2016,0.83,219871.64,13525.56,133956.97,15621.58,56768,27240,27220,2307,conventional,2016,Indianapolis
46,2/7/2016,0.88,240237.26,13926.79,145591.86,27708.02,53011,24153,25269,3589,conventional,2016,Indianapolis
47,1/31/2016,0.98,175610.18,8329.28,102864.26,22380.58,42036,20098,17063,4875,conventional,2016,Indianapolis
48,1/24/2016,0.93,168035.39,1803.73,93613.73,23023.47,49594,23375,21451,4769,conventional,2016,Indianapolis
49,1/17/2016,0.97,171404.92,5231.37,105606.63,12443.2,48124,26459,19618,2046,conventional,2016,Indianapolis
50,1/10/2016,1,173238.2,4590.25,101117.07,18454.86,49076,25431,20247,3398,conventional,2016,Indianapolis
51,1/3/2016,0.95,184669.77,5974.1,109973.31,25839.4,42883,15994,19313,7576,conventional,2016,Indianapolis
0,12/25/2016,0.81,187804.02,70779.81,31213.64,208.24,85602,30893,54709,0,conventional,2016,Jacksonville
1,12/18/2016,0.84,162502.3,49886.69,27329.12,104.17,85182,26270,58844,68,conventional,2016,Jacksonville
2,12/11/2016,1.17,116052.47,33585.82,18098.36,126.93,64241,27971,36270,0,conventional,2016,Jacksonville
3,12/4/2016,0.89,206009.55,63726.26,35344.04,132.58,106807,33109,73698,0,conventional,2016,Jacksonville
4,11/27/2016,1.36,111672,32944.9,18661.82,94.55,59971,19808,40163,0,conventional,2016,Jacksonville
5,11/20/2016,1.36,117495.72,35506.8,19385.22,192.2,62412,22359,40052,0,conventional,2016,Jacksonville
6,11/13/2016,1.31,140702.87,51958.36,22430.56,212.95,66101,26431,39670,0,conventional,2016,Jacksonville
7,11/6/2016,1.41,127895.28,43990,21710.64,289.79,61905,16137,45768,0,conventional,2016,Jacksonville
8,10/30/2016,1.41,115122.47,38168.39,20158.77,206.84,56588,13461,43127,0,conventional,2016,Jacksonville
9,10/23/2016,1.35,119840.12,42784.97,22755.49,212.19,54087,11699,42388,0,conventional,2016,Jacksonville
10,10/16/2016,1.12,157329.41,48624.65,36096.39,228.23,72380,11681,60621,78,conventional,2016,Jacksonville
11,10/9/2016,1.31,135520.48,43060.49,35355.69,143.93,56960,16657,40304,0,conventional,2016,Jacksonville
12,10/2/2016,1.31,159576.97,54429.42,29513.01,93.83,75541,23305,52236,0,conventional,2016,Jacksonville
13,9/25/2016,1.26,158194.1,58289.9,21092.67,145.41,78666,29683,48983,0,conventional,2016,Jacksonville
14,9/18/2016,1.05,175928.62,72171.22,27540.24,84.22,76133,23455,52678,0,conventional,2016,Jacksonville
15,9/11/2016,1.1,150295.99,70095.71,23109.94,148.82,56942,22376,34566,0,conventional,2016,Jacksonville
16,9/4/2016,0.94,239246.03,128269.25,34369.64,158.3,76449,29049,47400,0,conventional,2016,Jacksonville
17,8/28/2016,1.14,177300.14,90634.98,32154.69,113.13,54397,29304,24543,550,conventional,2016,Jacksonville
18,8/21/2016,1.11,189700.13,90679.27,36441.11,188.93,62391,34194,26027,2170,conventional,2016,Jacksonville
19,8/14/2016,1.11,206617.11,98779.51,43133.24,217.88,64486,22539,39348,2600,conventional,2016,Jacksonville
20,8/7/2016,1.23,151751.97,70054.07,30914.44,331.08,50452,21944,24593,3915,conventional,2016,Jacksonville
21,7/31/2016,1.23,152777.16,67403.11,31854.3,440.28,53079,25243,23055,4781,conventional,2016,Jacksonville
22,7/24/2016,1.21,156316.92,69899.17,39377.77,493.57,46546,21263,21141,4142,conventional,2016,Jacksonville
23,7/17/2016,1.22,165453.6,77112.26,34464.53,413.3,53464,25221,23918,4325,conventional,2016,Jacksonville
24,7/10/2016,1.19,164680.49,78117.56,34028.17,680.44,51854,26529,19443,5882,conventional,2016,Jacksonville
25,7/3/2016,0.93,272150.68,137102.4,48698.98,1134.71,85215,37397,41823,5995,conventional,2016,Jacksonville
26,6/26/2016,1.19,159128.77,75055.08,31811.71,748.85,51513,24644,23013,3856,conventional,2016,Jacksonville
27,6/19/2016,0.94,226775.36,115507.75,41557.3,1508.69,68202,23712,39990,4500,conventional,2016,Jacksonville
28,6/12/2016,1.2,151428.59,75763.72,28484.78,982.71,46197,20062,22606,3530,conventional,2016,Jacksonville
29,6/5/2016,0.95,221144.08,124676.22,32124.3,784.2,63559,19483,40947,3129,conventional,2016,Jacksonville
30,5/29/2016,0.92,242168.85,141300.92,36410.66,981.98,63475,22105,40394,977,conventional,2016,Jacksonville
31,5/22/2016,1.17,160652.39,83011.39,27437.92,356.55,49847,20620,27240,1987,conventional,2016,Jacksonville
32,5/15/2016,0.79,257370.46,98256.73,59901.5,275.59,98937,19410,77620,1907,conventional,2016,Jacksonville
33,5/8/2016,0.8,224519.56,113354.85,34526.39,280.48,76358,30054,46304,0,conventional,2016,Jacksonville
34,5/1/2016,0.68,370646.01,169412.4,70592.24,248.56,130393,37626,92767,0,conventional,2016,Jacksonville
35,4/24/2016,0.8,267225.58,104786.41,61113.12,134.35,101192,21102,79513,576,conventional,2016,Jacksonville
36,4/17/2016,1,184827.45,88552.52,31279.51,185.37,64810,23218,41248,344,conventional,2016,Jacksonville
37,4/10/2016,0.8,261081.39,106314.87,54201.27,196.31,100369,19745,79967,657,conventional,2016,Jacksonville
38,4/3/2016,1.01,181662.16,84765.99,27201.22,149.61,69545,27121,42424,0,conventional,2016,Jacksonville
39,3/27/2016,1.06,158322.64,70255.18,27911.77,402.32,59753,19304,40449,0,conventional,2016,Jacksonville
40,3/20/2016,1.07,140301.04,59970.41,26015.08,269.21,54046,19113,34933,0,conventional,2016,Jacksonville
41,3/13/2016,0.81,241653.71,103139.77,47856.7,316.39,90341,18011,72330,0,conventional,2016,Jacksonville
42,3/6/2016,1.06,155654.59,71185.02,26487.57,503.38,57479,17429,40050,0,conventional,2016,Jacksonville
43,2/28/2016,0.77,253489.72,108080.92,43494.21,217.74,101697,23365,78332,0,conventional,2016,Jacksonville
